    0.000000     2.000000     0.000000     0.000000     0.000000     2.000000     3.000000     1.000000     0.000000     2.000000    22.255357  1
    2.000000     3.000000     2.000000     2.000000     3.000000     2.000000     2.000000     2.000000     1.000000     2.000000    18.648785  1
    2.000000     3.000000     1.000000     2.000000     1.000000     2.000000     3.000000     2.000000     2.000000     3.000000    20.344569  1
    0.000000     2.000000     1.000000     0.000000     0.000000     2.000000     2.000000     2.000000     1.000000     2.000000    21.154599  1
    2.000000     3.000000     2.000000     2.000000     2.000000     0.000000     2.000000     0.000000     0.000000     0.000000    19.411568  1
    2.000000     2.000000     0.000000     1.000000     2.000000     2.000000     3.000000     1.000000     2.000000     1.000000    19.111474  1
    1.000000     2.000000     2.000000     1.000000     2.000000     2.000000     3.000000     2.000000     2.000000     2.000000    21.477414  1
    3.000000     3.000000     2.000000     2.000000     3.000000     1.000000     3.000000     1.000000     0.000000     1.000000    17.657524  1
    0.000000     2.000000     0.000000     0.000000     0.000000     2.000000     3.000000     1.000000     2.000000     2.000000    20.216140  1
    1.000000     3.000000     2.000000     2.000000     2.000000     2.000000     2.000000     1.000000     2.000000     2.000000    18.533678  1
    2.000000     2.000000     1.000000     2.000000     1.000000     1.000000     2.000000     1.000000     1.000000     1.000000    18.001079  1
    2.000000     3.000000     3.000000     2.000000     2.000000     2.000000     2.000000     2.000000     2.000000     2.000000    14.621838  1
    1.000000     2.000000     2.000000     2.000000     2.000000     2.000000     2.000000     2.000000     2.000000     1.000000    18.929586  1
    2.000000     3.000000     3.000000     3.000000     3.000000     3.000000     3.000000     2.000000     2.000000     3.000000    19.850923  1
    2.000000     3.000000     1.000000     2.000000     3.000000     2.000000     3.000000     2.000000     1.000000     1.000000    19.342082  1
    3.000000     3.000000     2.000000     3.000000     3.000000     2.000000     2.000000     2.000000     1.000000     1.000000    19.475590  1
    1.000000     2.000000     2.000000     0.000000     0.000000     0.000000     2.000000     1.000000     1.000000     1.000000    19.245057  1
    1.000000     2.000000     0.000000     0.000000     0.000000     0.000000     2.000000     0.000000     0.000000     1.000000    17.468330  1
    0.000000     2.000000     1.000000     2.000000     1.000000     0.000000     2.000000     1.000000     2.000000     1.000000    18.688084  1
    0.000000     2.000000     0.000000     0.000000     1.000000     3.000000     3.000000     2.000000     3.000000     3.000000    18.507205  1
    1.000000     2.000000     0.000000     1.000000     0.000000     2.000000     3.000000     2.000000     2.000000     2.000000    21.369409  1
